Name_of_Vehical,Selling_Price,On_Road_Price,Rating,Transparency_Score,Seller_Score,Health_Score,Pricing_Score,Make,Model,Trim,Year,Exterior_Color,Interior_Color,Fuel_Type,Transmission_Type,Body_Type,Interior_Furnishing,Seating_Capacity,Fuel_Tank_Capacity,Location,Registration_State,Kilometers_Driven,Seller_Type,Number_of_Owners,Engine_Displacement,Fuel_Efficiency
HYUNDAI I10 MAGNA 1.2 2010,155000,485837,6.9,4.3,10,8,7.5,MARUTI SUZUKI,SWIFT,ZXI,2012,RED,BEIGE,PETROL,MANUAL,HATCHBACK,FABRIC,5,42,MUMBAI,MAHARASHTRA,50000,DEALER,FIRST OWNER,1197,20.4
HYUNDAI I10 SPORTZ 1.2 AT 2013,298000,646545,7.2,4.3,7,8,9.4,MARUTI SUZUKI,SWIFT,VDI,2012,WHITE,GREY,DIESEL,MANUAL,HATCHBACK,LEATHER,5,42,MUMBAI,MAHARASHTRA,80000,DEALER,SECOND OWNER,1248,14.84
HYUNDAI I10 SPORTZ 1.2 2009,187110,497315,6.7,5.9,5.5,8.5,7.3,MARUTI SUZUKI,SWIFT,LDI,2015,WHITE,GREY,DIESEL,MANUAL,HATCHBACK,FABRIC,5,43,MUMBAI,MAHARASHTRA,50000,DEALER,FIRST OWNER,1248,25.2
HYUNDAI I10 SPORTZ 1.2 KAPPA2 2009,187110,553088,6.3,6.1,5.5,5,9.1,MARUTI SUZUKI,SWIFT,VXI,2012,BLUE,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,5,42,MUMBAI,MAHARASHTRA,97000,DEALER,SECOND OWNER,1197,20.4
HYUNDAI I10 SPORTZ 1.2 2010,212850,497315,6.3,5.9,7,4,9.1,MARUTI SUZUKI,SWIFT,VDI,2013,WHITE,BLACK,DIESEL,MANUAL,HATCHBACK,FABRIC,5,42,MUMBAI,MAHARASHTRA,69000,DEALER,FIRST OWNER,1248,25.2
HYUNDAI I10 MAGNA 1.2 KAPPA2 2011,232650,539173,6.2,5.9,7.5,4,8.1,MARUTI SUZUKI,SWIFT,VDI,2014,GREY,GREY,DIESEL,MANUAL,HATCHBACK,FABRIC,5,42,MUMBAI,MAHARASHTRA,35000,DEALER,FIRST OWNER,1248,14.84
HYUNDAI I10 MAGNA 2012,321750,533375,6,5.9,7.5,4,6.8,MARUTI SUZUKI,SWIFT,ZXI,2018,WHITE,BEIGE,PETROL,AUTOMATED MANUAL TRANSMISSION,HATCHBACK,FABRIC,5,37,MUMBAI,MAHARASHTRA,100,DEALER,FIRST OWNER,1197,20.4
HYUNDAI I10 MAGNA 1.1 2012,245000,0,7.6,6.4,10,5.7,9.9,MARUTI SUZUKI,SWIFT,ZXI,2007,RED,BEIGE,PETROL,MANUAL,HATCHBACK,FABRIC,5,42,MUMBAI,MAHARASHTRA,53000,DEALER,SECOND OWNER,1197,20.4
MARUTI SUZUKI SWIFT VXI 1.2 BS IV 2014,350000,542768,7.1,6.4,9.5,3.8,9.2,MARUTI SUZUKI,SWIFT,VXI,2007,VIOLET,BEIGE,PETROL,MANUAL,HATCHBACK,FABRIC,5,42,MUMBAI,MAHARASHTRA,55000,DEALER,SECOND OWNER,1197,20.4
MARUTI SUZUKI SWIFT ZXI 2008,304600,780352,8.1,6.9,9.2,7.5,9.4,MARUTI SUZUKI,SWIFT,ZDI,2012,RED,BEIGE,DIESEL,MANUAL,HATCHBACK,FABRIC,5,42,MUMBAI,MAHARASHTRA,70000,DEALER,FIRST OWNER,1248,25.2
MARUTI SUZUKI SWIFT VDI 2009,210000,815137,6.7,6.4,9.9,4,6.8,MARUTI SUZUKI,SWIFT,VDI,2014,BLUE,GREY,DIESEL,MANUAL,HATCHBACK,FABRIC,5,42,MUMBAI,MAHARASHTRA,28494,DEALER,FIRST OWNER,1248,25.2
MARUTI SUZUKI SWIFT VDI BS IV 2013,330000,568161,7.1,6.4,9.9,3.8,8.6,MARUTI SUZUKI,SWIFT,VXI,2013,WHITE,BEIGE,PETROL,MANUAL,HATCHBACK,FABRIC,5,42,MUMBAI,MAHARASHTRA,36645,DEALER,FIRST OWNER,1197,20.4
MARUTI SUZUKI SWIFT VDI 2012,285000,815137,6.7,6.4,9.9,3.8,7,MARUTI SUZUKI,SWIFT,VXI,2006,BLUE,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,5,42,MUMBAI,MAHARASHTRA,65000,DEALER,FIRST OWNER,1197,20.4
MARUTI SUZUKI SWIFT VXI 2016,644700,711942,6.8,6.9,9.2,4,7.4,MARUTI SUZUKI,SWIFT,VXI,2008,BLACK,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,5,42,MUMBAI,MAHARASHTRA,63000,DEALER,FIRST OWNER,1197,20.4
MARUTI SUZUKI SWIFT VDI 2008,237600,815137,6.9,6.1,5.5,7.5,8.9,MARUTI SUZUKI,SWIFT,ZXI,2014,RED,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,5,42,MUMBAI,MAHARASHTRA,41140,DEALER,FIRST OWNER,1197,20.4
MARUTI SUZUKI SWIFT ZXI 1.2 BS IV 2012,330000,642254,6.7,6.4,9.9,4,6.8,MARUTI SUZUKI,SWIFT,ZXI,2007,VIOLET,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,5,42,MUMBAI,MAHARASHTRA,60962,DEALER,SECOND OWNER,1197,20.4
MARUTI SUZUKI SWIFT VDI BS IV 2012,270000,568161,7.1,6.4,9.9,3.8,8.6,MARUTI SUZUKI,SWIFT,VDI,2012,WHITE,GREY,DIESEL,MANUAL,HATCHBACK,FABRIC,5,42,MUMBAI,MAHARASHTRA,42768,DEALER,FIRST OWNER,1248,25.2
MARUTI SUZUKI SWIFT LDI BS IV 2015,420000,592048,6.7,6.4,9.9,3.8,6.8,MARUTI SUZUKI,SWIFT,LXI,2007,WHITE,BLACK,PETROL,MANUAL,HATCHBACK,LEATHERETTE,5,43,MUMBAI,MAHARASHTRA,80000,DEALER,FIRST OWNER,1197,20.4
MARUTI SUZUKI SWIFT VXI 2012,232650,711942,7.4,6.1,7.7,7.1,9.4,MARUTI SUZUKI,SWIFT,LXI,2009,SILVER,BEIGE,PETROL,MANUAL,HATCHBACK,FABRIC,5,42,MUMBAI,MAHARASHTRA,100000,DEALER,SECOND OWNER,1197,20.4
MARUTI SUZUKI SWIFT VDI 2013,431000,815137,7,6.4,9.9,4.6,7.4,MARUTI SUZUKI,SWIFT,VXI,2015,GREY,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,5,42,MUMBAI,MAHARASHTRA,39000,DEALER,FIRST OWNER,1197,20.4
MARUTI SUZUKI SWIFT VDI BS IV 2014,475000,568161,7.3,5.5,8.1,7.5,9,MARUTI SUZUKI,SWIFT,ZDI,2014,WHITE,GREY,DIESEL,MANUAL,HATCHBACK,FABRIC,5,42,MUMBAI,MAHARASHTRA,74000,DEALER,FIRST OWNER,1248,25.2
MARUTI SUZUKI SWIFT ZXI AMT 2018,745000,834849,8.1,6.9,9.5,9.2,6.8,MARUTI SUZUKI,SWIFT,VXI,2015,SILVER,BEIGE,PETROL,MANUAL,HATCHBACK,FABRIC,5,42,MUMBAI,MAHARASHTRA,17000,DEALER,FIRST OWNER,1197,20.4
MARUTI SUZUKI SWIFT ZXI 2007,187300,780352,7.1,6.9,9.2,4,9,MARUTI SUZUKI,SWIFT,ZDI,2014,WHITE,BEIGE,DIESEL,MANUAL,HATCHBACK,FABRIC,5,42,MUMBAI,MAHARASHTRA,25000,DEALER,FIRST OWNER,1248,25.2
MARUTI SUZUKI SWIFT VXI 1.2 BS IV 2007,257100,542768,6.7,6.9,9.2,4,6.8,MARUTI SUZUKI,SWIFT,VXI,2009,WHITE,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,5,42,MUMBAI,MAHARASHTRA,48000,DEALER,FIRST OWNER,1197,20.4
MARUTI SUZUKI SWIFT ZDI 2012,320000,883548,7.1,6.4,9.9,3.8,8.6,MARUTI SUZUKI,SWIFT,VXI,2009,RED,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,5,42,MUMBAI,UTTAR PRADESH,72919,DEALER,SECOND OWNER,1197,20.4
MARUTI SUZUKI SWIFT VDI 2014,470250,815137,7.1,6.1,7,7.5,8.4,MARUTI SUZUKI,SWIFT,VDI,2015,RED,BEIGE,DIESEL,MANUAL,HATCHBACK,FABRIC,5,42,MUMBAI,MAHARASHTRA,60000,DEALER,FIRST OWNER,1248,25.2
MARUTI SUZUKI SWIFT VXI 2013,345000,711942,8.1,7.5,8.4,7.5,9.5,MARUTI SUZUKI,SWIFT,ZXI,2008,A GREY,GREY,PETROL,MANUAL,NA,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,42433,NA,FIRST OWNER,1197,20.4
MARUTI SUZUKI SWIFT VXI 2006,140000,711942,6.6,5.9,7,5,9.4,MARUTI SUZUKI,SWIFT,VDI,2013,GREY,GREY,DIESEL,MANUAL,HATCHBACK,FABRIC,5,42,MUMBAI,MAHARASHTRA,72000,DEALER,SECOND OWNER,1248,14.84
MARUTI SUZUKI SWIFT VXI 2008,195000,711942,6.6,6.1,7,5,9.1,MARUTI SUZUKI,SWIFT,VXI,2017,WHITE,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,5,42,MUMBAI,MAHARASHTRA,10000,DEALER,FIRST OWNER,1197,20.4
MARUTI SUZUKI SWIFT ZXI 2014,448000,780352,7,5.9,9.3,4.5,9.1,MARUTI SUZUKI,SWIFT,VXI,2016,WHITE,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,5,42,MUMBAI,MAHARASHTRA,45200,DEALER,FIRST OWNER,1197,20.4
MARUTI SUZUKI SWIFT ZXI 2007,160000,780352,7.1,5.9,9.3,4.7,9.4,MARUTI SUZUKI,SWIFT,ZXI,2007,SILVER,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,5,42,MUMBAI,MAHARASHTRA,112000,DEALER,FIRST OWNER,1197,20.4
MARUTI SUZUKI SWIFT LXI 2007,268980,595989,7.8,6.9,9.9,7.5,6.8,MARUTI SUZUKI,SWIFT,LXI,2007,WHITE,BLACK,PETROL,MANUAL,HATCHBACK,FABRIC,5,43,MUMBAI,MAHARASHTRA,80000,DEALER,FIRST OWNER,1197,20.4
MARUTI SUZUKI SWIFT LXI BS III 2009,271000,445949,6.8,6.9,9.9,3.8,6.8,MARUTI SUZUKI,SWIFT,LXI,2009,SILVER,BEIGE,PETROL,MANUAL,HATCHBACK,FABRIC,5,42,MUMBAI,MAHARASHTRA,100000,DEALER,SECOND OWNER,1197,20.4
MARUTI SUZUKI SWIFT VXI 1.2 BS IV 2015,440550,542768,7.2,6.1,8.5,7.3,7,MARUTI SUZUKI,SWIFT,VXI,2015,GREY,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,5,42,MUMBAI,MAHARASHTRA,39000,DEALER,FIRST OWNER,1197,20.4
MARUTI SUZUKI SWIFT LDI 2008,178200,694548,7.5,6.1,7.7,7.5,9.1,MARUTI SUZUKI,SWIFT,ZDI,2014,WHITE,GREY,DIESEL,MANUAL,HATCHBACK,FABRIC,5,42,MUMBAI,MAHARASHTRA,74000,DEALER,FIRST OWNER,1248,25.2
MARUTI SUZUKI SWIFT ZDI 2014,555000,883548,6.5,6.1,8.5,4.2,7.7,MARUTI SUZUKI,SWIFT,VXI,2015,SILVER,BEIGE,PETROL,MANUAL,HATCHBACK,FABRIC,5,42,MUMBAI,MAHARASHTRA,17000,DEALER,FIRST OWNER,1197,20.4
MARUTI SUZUKI SWIFT VXI 1.2 BS IV 2015,495000,542768,7.6,6.9,9.9,8.5,4.5,MARUTI SUZUKI,SWIFT,ZDI,2014,WHITE,BEIGE,DIESEL,MANUAL,HATCHBACK,FABRIC,5,42,MUMBAI,MAHARASHTRA,25000,DEALER,FIRST OWNER,1248,25.2
MARUTI SUZUKI SWIFT ZDI 2014,572615,883548,8.1,6.9,9.2,8.5,8.1,MARUTI SUZUKI,SWIFT,VXI,2009,WHITE,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,5,42,MUMBAI,MAHARASHTRA,48000,DEALER,FIRST OWNER,1197,20.4
MARUTI SUZUKI SWIFT VXI 2009,225000,711942,7.3,6.1,9.9,5,8.8,MARUTI SUZUKI,SWIFT,VXI,2009,RED,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,5,42,MUMBAI,MAHARASHTRA,72919,DEALER,SECOND OWNER,1197,20.4
MARUTI SUZUKI SWIFT VXI 2009,225000,711942,7,5.9,9.3,4.7,8.9,MARUTI SUZUKI,SWIFT,VDI,2015,RED,BEIGE,DIESEL,MANUAL,HATCHBACK,LEATHERETTE,5,42,MUMBAI,MAHARASHTRA,60000,DEALER,FIRST OWNER,1248,25.2
MARUTI SUZUKI SWIFT VDI 2015,435000,815137,6,6.4,6.5,3.6,7.8,MARUTI SUZUKI,SWIFT,ZXI,2008,A GREY,GREY,PETROL,MANUAL,NA,FABRIC,NA,NA,MUMBAI,UTTAR PRADESH,42433,NA,FIRST OWNER,1197,20.4
MARUTI SUZUKI SWIFT ZXI 2008,160000,780352,6.5,4,7,6,9.4,MARUTI SUZUKI,SWIFT,VDI,2013,GREY,GREY,DIESEL,MANUAL,HATCHBACK,FABRIC,5,42,MUMBAI,UTTAR PRADESH,72000,DEALER,SECOND OWNER,1248,14.84
MARUTI SUZUKI SWIFT VDI BS IV 2013,331650,568161,6.5,6.1,7.7,3.8,9.1,MARUTI SUZUKI,SWIFT,VDI,2013,GREY,GREY,DIESEL,MANUAL,HATCHBACK,FABRIC,5,42,MUMBAI,UTTAR PRADESH,72000,DEALER,SECOND OWNER,1248,14.84
MARUTI SUZUKI SWIFT VXI 2008,153450,711942,7.2,6.1,6.7,7.5,8.9,MARUTI SUZUKI,SWIFT,VXI,2017,WHITE,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,5,42,MUMBAI,MAHARASHTRA,10000,DEALER,FIRST OWNER,1197,20.4
MARUTI SUZUKI SWIFT VXI 2017,549450,711942,6.5,5.9,8.1,4,8.5,MARUTI SUZUKI,SWIFT,VXI,2016,WHITE,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,5,42,MUMBAI,MAHARASHTRA,45200,DEALER,FIRST OWNER,1197,20.4
MARUTI SUZUKI SWIFT VXI 2016,457380,711942,6.4,6.1,5.5,7.1,7.3,MARUTI SUZUKI,SWIFT,ZXI,2007,SILVER,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,5,42,MUMBAI,MAHARASHTRA,112000,DEALER,FIRST OWNER,1197,20.4
MARUTI SUZUKI SWIFT ZXI 2007,183150,780352,6.4,5.9,7,3.8,9.9,MARUTI SUZUKI,SWIFT,VXI,2016,WHITE,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,5,42,MUMBAI,MAHARASHTRA,41000,DEALER,FIRST OWNER,1197,NA
MARUTI SUZUKI SWIFT VDI BS IV 2015,447231,568161,7.3,6.4,7.7,6.9,8.9,MARUTI SUZUKI,SWIFT,VXI,2009,SILVER,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,5,42,MUMBAI,MAHARASHTRA,50000,DEALER,FIRST OWNER,1197,20.4
MARUTI SUZUKI SWIFT VXI GLORY EDITION 2017,544500,568161,6.2,6.1,6.2,3.8,9.2,MARUTI SUZUKI,SWIFT,VXI,2016,RED,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,5,42,MUMBAI,MAHARASHTRA,30000,DEALER,FIRST OWNER,1197,20.4
MARUTI SUZUKI SWIFT VXI 1.3 2009,225000,563987,5.9,6.1,5.5,5,7.2,MARUTI SUZUKI,SWIFT,ZXI,2015,GREY,BLACK,PETROL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,20700,NA,FIRST OWNER,1197,20.4
MARUTI SUZUKI SWIFT VXI 1.2 BS IV 2016,450000,542768,5.8,6.5,5.5,3.8,7.5,MARUTI SUZUKI,SWIFT,VDI,2007,MAROON,GREY,DIESEL,MANUAL,HATCHBACK,FABRIC,5,42,MUMBAI,MAHARASHTRA,65000,DEALER,FIRST OWNER,1248,25.2
MARUTI SUZUKI SWIFT ZXI 2015,510000,780352,7.2,6.9,10,5,8.8,MARUTI SUZUKI,SWIFT,VXI,2007,SILVER,GREY,PETROL,MANUAL,NA,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,123281,NA,SECOND OWNER,1197,20.4
MARUTI SUZUKI SWIFT VDI 2007,200000,815137,6.6,5.9,7,5,9.1,MARUTI SUZUKI,SWIFT,VDI,2008,BLACK,GREY,DIESEL,MANUAL,HATCHBACK,FABRIC,5,42,MUMBAI,UTTAR PRADESH,77000,DEALER,SECOND OWNER,1248,25.2
MARUTI SUZUKI SWIFT VXI 2011,322006,711942,6.9,6.8,9.9,6.1,4.6,MARUTI SUZUKI,SWIFT,VXI,2011,WHITE,BLACK,PETROL,MANUAL,HATCHBACK,FABRIC,5,42,MUMBAI,MAHARASHTRA,49240,DEALER,FIRST OWNER,1197,20.4
MARUTI SUZUKI SWIFT ZXI 1.3 2007,221497,629151,8.4,6.3,9.5,8.5,9.9,MARUTI SUZUKI,SWIFT,ZXI,2007,RED,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,5,42,MUMBAI,MAHARASHTRA,56137,DEALER,FIRST OWNER,1298,12.36
MARUTI SUZUKI SWIFT VXI 2009,225000,711942,6.2,6.1,5.6,4.5,9.9,MARUTI SUZUKI,SWIFT,VXI,2009,SILVER,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,5,42,MUMBAI,MAHARASHTRA,50000,DEALER,FIRST OWNER,1197,20.4
MARUTI SUZUKI SWIFT VDI 2014,485000,815137,6.3,5.9,7,4.8,7.8,MARUTI SUZUKI,SWIFT,VDI,2014,GREY,GREY,DIESEL,MANUAL,HATCHBACK,FABRIC,5,42,MUMBAI,MAHARASHTRA,44000,DEALER,FIRST OWNER,1248,25.2
MARUTI SUZUKI SWIFT VXI 2017,650000,711942,7.1,7.8,7,8.5,5.1,MARUTI SUZUKI,SWIFT,VXI,2017,GRANITE GREY,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,396,NA,FIRST OWNER,1197,20.4
MARUTI SUZUKI SWIFT VDI ABS BS IV 2012,425000,635876,6.7,6.1,7,4.8,9.4,MARUTI SUZUKI,SWIFT,VDI,2012,WHITE,GREY,DIESEL,MANUAL,HATCHBACK,LEATHER,5,42,MUMBAI,MAHARASHTRA,57000,DEALER,FIRST OWNER,1248,14.84
MARUTI SUZUKI SWIFT VDI (O) 2018,580000,568161,7.2,4.3,7,8,9.4,MARUTI SUZUKI,SWIFT,VDI,2018,FIRE RED,BLACK,PETROL,MANUAL,NA,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,4832,NA,FIRST OWNER,1248,25.2
MARUTI SUZUKI SWIFT VXI 2005,113850,711942,7.4,6.1,8.4,7.5,8.1,MARUTI SUZUKI,SWIFT,VXI,2008,RED,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,5,42,MUMBAI,MAHARASHTRA,56000,DEALER,SECOND OWNER,1197,20.4
MARUTI SUZUKI SWIFT VXI 2008,170000,711942,6.8,6.4,8.1,4,9.2,MARUTI SUZUKI,SWIFT,LXI,2009,SILVER,BLACK,PETROL,MANUAL,HATCHBACK,LEATHER,NA,NA,MUMBAI,MAHARASHTRA,65000,NA,THIRD OWNER,1197,20.4
MARUTI SUZUKI SWIFT LXI 1.3 2007,150000,464848,7.5,5.8,10,8,8,MARUTI SUZUKI,SWIFT,LXI,2009,SILVER,BLACK,PETROL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,65000,NA,THIRD OWNER,1197,20.4
MARUTI SUZUKI SWIFT VXI 2006,100000,711942,7.8,5.8,10,7.6,9.4,MARUTI SUZUKI,SWIFT,VXI,2008,NA,GREY,PETROL,NA,NA,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,55000,NA,NA,1197,20.4
MARUTI SUZUKI SWIFT LXI 1.3 2007,150000,464848,7.5,5.8,10,8,8,MARUTI SUZUKI,SWIFT,VDI,2007,RED,GREY,DIESEL,MANUAL,HATCHBACK,FABRIC,5,42,MUMBAI,MAHARASHTRA,80000,DEALER,SECOND OWNER,1248,25.2
MARUTI SUZUKI SWIFT LXI 2009,200000,595989,6.7,4.3,10,6,8.9,MARUTI SUZUKI,SWIFT,VXI,2009,BLUE,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,5,42,MUMBAI,MAHARASHTRA,37200,DEALER,FIRST OWNER,1197,20.4
MARUTI SUZUKI SWIFT LXI 2006,110000,595989,7.1,4.3,7,8,9.1,MARUTI SUZUKI,SWIFT,LXI,2010,WHITE,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,5,43,MUMBAI,MAHARASHTRA,26378,DEALER,FIRST OWNER,1197,20.4
MARUTI SUZUKI SWIFT VXI 2008,130000,711942,6.9,4.3,10,6,9.4,MARUTI SUZUKI,SWIFT,VDI,2013,BLUE,GREY,DIESEL,MANUAL,HATCHBACK,FABRIC,5,42,MUMBAI,MAHARASHTRA,65740,DEALER,FIRST OWNER,1248,25.2
MARUTI SUZUKI SWIFT VDI ABS 2007,187110,764529,7.7,6.1,8.5,7.5,9.4,MARUTI SUZUKI,SWIFT,VDI,2010,BLACK,GREY,DIESEL,MANUAL,HATCHBACK,FABRIC,5,42,MUMBAI,MAHARASHTRA,67345,DEALER,SECOND OWNER,1248,25.2
MARUTI SUZUKI SWIFT VXI 2009,232650,711942,6.3,5.9,7,4,8.9,MARUTI SUZUKI,SWIFT,VXI,2012,WHITE,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,5,42,MUMBAI,MAHARASHTRA,59000,DEALER,FIRST OWNER,1197,20.4
MARUTI SUZUKI SWIFT LXI 2010,232650,595989,6.2,5.9,7,4,8.6,MARUTI SUZUKI,SWIFT,VXI,2017,RED,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,5,42,MUMBAI,MAHARASHTRA,25000,DEALER,FIRST OWNER,1197,20.4
MARUTI SUZUKI SWIFT VDI 2013,396000,815137,5.4,6.1,5,3.8,7,MARUTI SUZUKI,SWIFT,VDI,2012,SILVER,GREY,DIESEL,MANUAL,HATCHBACK,FABRIC,5,42,MUMBAI,MAHARASHTRA,61000,DEALER,FIRST OWNER,1248,14.84
MARUTI SUZUKI SWIFT VDI 2010,262350,815137,5.9,6.1,6.7,4,7,MARUTI SUZUKI,SWIFT,LXI,2010,SILVER,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,5,43,MUMBAI,MAHARASHTRA,22000,DEALER,FIRST OWNER,1197,20.4
MARUTI SUZUKI SWIFT VXI 2012,321750,711942,6.6,5.9,8.5,3.8,8.9,MARUTI SUZUKI,SWIFT,LXI,2010,WHITE,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,5,43,MUMBAI,MAHARASHTRA,26378,DEALER,FIRST OWNER,1197,20.4
MARUTI SUZUKI SWIFT VXI 2017,485100,711942,6.6,5.9,8.5,3.6,9.1,MARUTI SUZUKI,SWIFT,VXI,2017,RED,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,5,42,MUMBAI,MAHARASHTRA,25000,DEALER,FIRST OWNER,1197,20.4
MARUTI SUZUKI SWIFT VDI BS IV 2012,420750,568161,6.2,6.1,4.8,7.3,6.8,MARUTI SUZUKI,SWIFT,VDI,2012,SILVER,GREY,DIESEL,MANUAL,HATCHBACK,FABRIC,5,42,MUMBAI,MAHARASHTRA,61000,DEALER,FIRST OWNER,1248,14.84
MARUTI SUZUKI SWIFT LXI 2010,222750,595989,6.5,5.9,7.5,4,9.4,MARUTI SUZUKI,SWIFT,LXI,2010,SILVER,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,5,43,MUMBAI,MAHARASHTRA,22000,DEALER,FIRST OWNER,1197,20.4
MARUTI SUZUKI SWIFT LXI 2010,232650,595989,6.2,5.9,7,4,8.6,MARUTI SUZUKI,SWIFT,LXI,2010,WHITE,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,5,43,MUMBAI,MAHARASHTRA,26378,DEALER,FIRST OWNER,1197,20.4
TATA INDICA V2 DLS 2005,65000,0,6.3,6.1,5.5,5,9.4,TATA,INDICA V2,DLS,2005,SILVER,GREY,DIESEL,MANUAL,HATCHBACK,FABRIC,5,37,MUMBAI,MAHARASHTRA,50000,DEALER,FIRST OWNER,1405,17
TATA INDICA DLS 2008,110000,447572,7.3,5.5,4.5,6.4,9.6,TATA,INDICA,DLS,2008,WHITE,BLACK,DIESEL,MANUAL,HATCHBACK,FABRIC,5,37,MUMBAI,MAHARASHTRA,71000,DEALER,FIRST OWNER,1405,17
TATA INDICA DLG 2007,70000,447572,6.1,6.6,4.8,4.3,9.9,TATA,INDICA,DLG,2007,SILVER,BLACK,DIESEL,MANUAL,HATCHBACK,FABRIC,5,37,MUMBAI,MAHARASHTRA,85000,DEALER,FIRST OWNER,1405,16
TATA INDICA DLS 2008,105000,447572,7.2,5.9,9.6,4.7,9.4,TATA,INDICA,DLS,2008,RED,BLACK,DIESEL,MANUAL,HATCHBACK,FABRIC,5,37,MUMBAI,MAHARASHTRA,88000,DEALER,SECOND OWNER,1405,17
TATA INDICA LSI 2006,45000,447572,7.5,5.9,7,8.5,9.4,TATA,INDICA,LSI,2006,RED,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,5,37,MUMBAI,MAHARASHTRA,53456,DEALER,SECOND OWNER,1405,10.2
TATA INDICA DLS 2009,125000,447572,7.2,5.6,5.8,6.4,7.6,TATA,INDICA,DLS,2009,SILVER,BLACK,DIESEL,MANUAL,HATCHBACK,FABRIC,5,37,MUMBAI,MAHARASHTRA,68000,DEALER,FIRST OWNER,1405,17
TATA INDICA EV2 XETA GLX 2006,60000,0,6,5.2,4.5,4.5,9.9,TATA,INDICA,EV2,2006,BLUE,BEIGE,PETROL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,71000,DEALER,SECOND OWNER,1193,NA
TATA INDICA DLS 2010,120000,447572,7.4,6.2,4.5,6.4,9.6,TATA,INDICA,DLS,2010,OTHER,OTHER,DIESEL,MANUAL,HATCHBACK,FABRIC,5,37,MUMBAI,MAHARASHTRA,58000,DEALER,FOURTH OWNER,1405,17
TATA INDICA DLS 2006,140000,447572,6.3,5.6,4.5,6.8,3.8,TATA,INDICA,DLS,2006,OTHER,OTHER,DIESEL,MANUAL,HATCHBACK,FABRIC,5,37,MUMBAI,MAHARASHTRA,42000,DEALER,FIRST OWNER,1405,17
TATA INDICA DLS 2005,125000,447572,7,6.1,6,6.8,5.4,TATA,INDICA,DLS,2005,OTHER,BEIGE,DIESEL,MANUAL,HATCHBACK,FABRIC,5,37,MUMBAI,MAHARASHTRA,70041,DEALER,FIRST OWNER,1405,17
TATA INDICA LX 2004,175000,0,7.2,5.6,4.5,6.8,8.2,TATA,INDICA,LX,2004,OTHER,GRAY,PETROL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,52025,DEALER,FIRST OWNER,1396,19.3
TATA INDICA DLS 2006,140000,447572,6.4,5.6,4.5,6.4,5,TATA,INDICA,DLS,2006,OTHER,OTHER,DIESEL,MANUAL,HATCHBACK,FABRIC,5,37,MUMBAI,MAHARASHTRA,84761,DEALER,FIRST OWNER,1405,17
TATA INDICA XETA GVS 2006,72000,0,5.8,6.5,4.8,4.5,8.9,TATA,INDICA,XETA,2006,SILVER,BEIGE,PETROL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,25000,NA,SECOND OWNER,1405,NA
